id,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias
5646,sv,Barboach,50,48,43,46,41,60,1.9,0.4,Standard,339,barboach
5647,sv,Nidoking,81,102,77,85,75,85,62.0,1.4,NatDex,34,nidoking
5648,sv,Whiscash,110,78,73,76,71,60,23.6,0.9,Standard,340,whiscash
5649,sv,Corphish,43,80,65,50,35,35,11.5,0.6,NatDex,341,corphish
5650,sv,Crawdaunt,63,120,85,90,55,55,32.8,1.1,NatDex,342,crawdaunt
5651,sv,Baltoy,40,40,55,40,70,55,21.5,0.5,NatDex,343,baltoy
5652,sv,Claydol,60,70,105,70,120,75,108.0,1.5,NatDex,344,claydol
5653,sv,Lileep,66,41,77,61,87,23,23.8,1.0,NatDex,345,lileep
5654,sv,Cradily,86,81,97,81,107,43,60.4,1.5,NatDex,346,cradily
5655,sv,Anorith,45,95,50,40,50,75,12.5,0.7,NatDex,347,anorith
5656,sv,Armaldo,75,125,100,70,80,45,68.2,1.5,NatDex,348,armaldo
5657,sv,Feebas,20,15,20,10,55,80,7.4,0.6,NatDex,349,feebas
5658,sv,Clefairy,70,45,48,60,65,35,7.5,0.6,NatDex,35,clefairy
5659,sv,Milotic,95,60,79,100,125,81,162.0,6.2,NatDex,350,milotic
5660,sv,Castform,70,70,70,70,70,70,0.8,0.3,NatDex,351,castform
5661,sv,Kecleon,60,90,70,60,120,40,22.0,1.0,NatDex,352,kecleon
5662,sv,Shuppet,44,75,35,63,33,45,2.3,0.6,Standard,353,shuppet
5663,sv,Banette,64,115,65,83,63,65,12.5,1.1,Standard,354,banette
5664,sv,Duskull,20,40,90,30,90,25,15.0,0.8,NatDex,355,duskull
5665,sv,Dusclops,40,70,130,60,130,25,30.6,1.6,NatDex,356,dusclops
5666,sv,Tropius,99,68,83,72,87,51,100.0,2.0,Standard,357,tropius
5667,sv,Chimecho,75,50,80,95,90,65,1.0,0.6,NatDex,358,chimecho
5668,sv,Absol,65,130,60,75,60,75,47.0,1.2,NatDex,359,absol
5669,sv,Clefable,95,70,73,95,90,60,40.0,1.3,NatDex,36,clefable
5670,sv,Wynaut,95,23,48,23,48,23,14.0,0.6,NatDex,360,wynaut
5671,sv,Snorunt,50,50,50,50,50,50,16.8,0.7,Standard,361,snorunt
5672,sv,Glalie,80,80,80,80,80,80,256.5,1.5,Standard,362,glalie
5673,sv,Spheal,70,40,50,55,50,25,39.5,0.8,NatDex,363,spheal
5674,sv,Sealeo,90,60,70,75,70,45,87.6,1.1,NatDex,364,sealeo
5675,sv,Walrein,110,80,90,95,90,65,150.6,1.4,NatDex,365,walrein
5676,sv,Clamperl,35,64,85,74,55,32,52.5,0.4,NatDex,366,clamperl
5677,sv,Huntail,55,104,105,94,75,52,27.0,1.7,NatDex,367,huntail
5678,sv,Gorebyss,55,84,105,114,75,52,22.6,1.8,NatDex,368,gorebyss
5679,sv,Relicanth,100,90,130,45,65,55,23.4,1.0,NatDex,369,relicanth
5680,sv,Vulpix,38,41,40,50,65,65,9.9,0.6,NatDex,37,vulpix
5681,sv,Vulpix-Alola,38,41,40,50,65,65,9.9,0.6,NatDex,37,vulpix-alola
5682,sv,Luvdisc,43,30,55,40,65,97,8.7,0.6,Standard,370,luvdisc
5683,sv,Bagon,45,75,60,40,30,50,42.1,0.6,Standard,371,bagon
5684,sv,Shelgon,65,95,100,60,50,50,110.5,1.1,Standard,372,shelgon
5685,sv,Salamence,95,135,80,110,80,100,102.6,1.5,Standard,373,salamence
5686,sv,Beldum,40,55,80,35,60,30,95.2,0.6,NatDex,374,beldum
5687,sv,Metang,60,75,100,55,80,50,202.5,1.2,NatDex,375,metang
5688,sv,Metagross,80,135,130,95,90,70,550.0,1.6,NatDex,376,metagross
5689,sv,Regirock,80,100,200,50,100,50,230.0,1.7,NatDex,377,regirock
5690,sv,Regice,80,50,100,100,200,50,175.0,1.8,NatDex,378,regice
5691,sv,Registeel,80,75,150,75,150,50,205.0,1.9,NatDex,379,registeel
5692,sv,Ninetales,73,76,75,81,100,100,19.9,1.1,NatDex,38,ninetales
5693,sv,Ninetales-Alola,73,67,75,81,100,109,19.9,1.1,NatDex,38,ninetales-alola
5694,sv,Latias,80,80,90,110,130,110,40.0,1.4,NatDex,380,latias
5695,sv,Latios,80,90,80,130,110,110,60.0,2.0,NatDex,381,latios
5696,sv,Kyogre,100,100,90,150,140,90,352.0,4.5,Standard,382,kyogre
5697,sv,Groudon,100,150,140,100,90,90,950.0,3.5,Standard,383,groudon
5698,sv,Rayquaza,105,150,90,150,90,95,206.5,7.0,Standard,384,rayquaza
5699,sv,Jirachi,100,100,100,100,100,100,1.1,0.3,NatDex,385,jirachi
5700,sv,Deoxys,50,150,50,150,50,150,60.8,1.7,NatDex,386,deoxys
5701,sv,Deoxys-Attack,50,180,20,180,20,150,60.8,1.7,NatDex,386,deoxys-attack
5702,sv,Deoxys-Defense,50,70,160,70,160,90,60.8,1.7,NatDex,386,deoxys-defense
5703,sv,Deoxys-Speed,50,95,90,95,90,180,60.8,1.7,NatDex,386,deoxys-speed
5704,sv,Turtwig,55,68,64,45,55,31,10.2,0.4,NatDex,387,turtwig
5705,sv,Grotle,75,89,85,55,65,36,97.0,1.1,NatDex,388,grotle
5706,sv,Torterra,95,109,105,75,85,56,310.0,2.2,NatDex,389,torterra
5707,sv,Jigglypuff,115,45,20,45,25,20,5.5,0.5,Standard,39,jigglypuff
5708,sv,Chimchar,44,58,44,58,44,61,6.2,0.5,NatDex,390,chimchar
5709,sv,Monferno,64,78,52,78,52,81,22.0,0.9,NatDex,391,monferno
5710,sv,Infernape,76,104,71,104,71,108,55.0,1.2,NatDex,392,infernape
5711,sv,Piplup,53,51,53,61,56,40,5.2,0.4,NatDex,393,piplup
5712,sv,Prinplup,64,66,68,81,76,50,23.0,0.8,NatDex,394,prinplup
5713,sv,Empoleon,84,86,88,111,101,60,84.5,1.7,NatDex,395,empoleon
5714,sv,Starly,40,55,30,30,30,60,2.0,0.3,Standard,396,starly
5715,sv,Staravia,55,75,50,40,40,80,15.5,0.6,Standard,397,staravia
5716,sv,Staraptor,85,120,70,50,60,100,24.9,1.2,Standard,398,staraptor
5717,sv,Bidoof,59,45,40,35,40,31,20.0,0.5,NatDex,399,bidoof
5718,sv,Charmander,39,52,43,60,50,65,8.5,0.6,Standard,4,charmander
5719,sv,Wigglytuff,140,70,45,85,50,45,12.0,1.0,Standard,40,wigglytuff
5720,sv,Bibarel,79,85,60,55,60,71,31.5,1.0,NatDex,400,bibarel
5721,sv,Kricketot,37,25,41,25,41,25,2.2,0.3,Standard,401,kricketot
5722,sv,Kricketune,77,85,51,55,51,65,25.5,1.0,Standard,402,kricketune
5723,sv,Shinx,45,65,34,40,34,45,9.5,0.5,Standard,403,shinx
5724,sv,Luxio,60,85,49,60,49,60,30.5,0.9,Standard,404,luxio
5725,sv,Luxray,80,120,79,95,79,70,42.0,1.4,Standard,405,luxray
5726,sv,Budew,40,30,35,50,70,55,1.2,0.2,NatDex,406,budew
5727,sv,Roserade,60,70,65,125,105,90,14.5,0.9,NatDex,407,roserade
5728,sv,Cranidos,67,125,40,30,30,58,31.5,0.9,NatDex,408,cranidos
5729,sv,Rampardos,97,165,60,65,50,58,102.5,1.6,NatDex,409,rampardos
5730,sv,Zubat,40,45,35,30,40,55,7.5,0.8,NatDex,41,zubat
5731,sv,Shieldon,30,42,118,42,88,30,57.0,0.5,NatDex,410,shieldon
5732,sv,Bastiodon,60,52,168,47,138,30,149.5,1.3,NatDex,411,bastiodon
5733,sv,Burmy,40,29,45,29,45,36,3.4,0.2,NatDex,412,burmy
5734,sv,Wormadam,60,59,85,79,105,36,6.5,0.5,NatDex,413,wormadam
5735,sv,Wormadam-Sandy,60,79,105,59,85,36,6.5,0.5,NatDex,413,wormadam-sandy
5736,sv,Wormadam-Trash,60,69,95,69,95,36,6.5,0.5,NatDex,413,wormadam-trash
5737,sv,Mothim,70,94,50,94,50,66,23.3,0.9,NatDex,414,mothim
5738,sv,Combee,30,30,42,30,42,70,5.5,0.3,Standard,415,combee
5739,sv,Vespiquen,70,80,102,80,102,40,38.5,1.2,Standard,416,vespiquen
5740,sv,Pachirisu,60,45,70,45,90,95,3.9,0.4,Standard,417,pachirisu
5741,sv,Buizel,55,65,35,60,30,85,29.5,0.7,Standard,418,buizel
5742,sv,Floatzel,85,105,55,85,50,115,33.5,1.1,Standard,419,floatzel
5743,sv,Golbat,75,80,70,65,75,90,55.0,1.6,NatDex,42,golbat
5744,sv,Cherubi,45,35,45,62,53,35,3.3,0.4,NatDex,420,cherubi
5745,sv,Cherrim,70,60,70,87,78,85,9.3,0.5,NatDex,421,cherrim
5746,sv,Shellos,76,48,48,57,62,34,6.3,0.3,Standard,422,shellos
5747,sv,Gastrodon,111,83,68,92,82,39,29.9,0.9,Standard,423,gastrodon
5748,sv,Ambipom,75,100,66,60,66,115,20.3,1.2,NatDex,424,ambipom
5749,sv,Drifloon,90,50,34,60,44,70,1.2,0.4,Standard,425,drifloon
5750,sv,Drifblim,150,80,44,90,54,80,15.0,1.2,Standard,426,drifblim
5751,sv,Buneary,55,66,44,44,56,85,5.5,0.4,NatDex,427,buneary
5752,sv,Lopunny,65,76,84,54,96,105,33.3,1.2,NatDex,428,lopunny
5753,sv,Mismagius,60,60,60,105,105,105,4.4,0.9,Standard,429,mismagius
5754,sv,Oddish,45,50,55,75,65,30,5.4,0.5,NatDex,43,oddish
5755,sv,Honchkrow,100,125,52,105,52,71,27.3,0.9,Standard,430,honchkrow
5756,sv,Glameow,49,55,42,42,37,85,3.9,0.5,NatDex,431,glameow
5757,sv,Purugly,71,82,64,64,59,112,43.8,1.0,NatDex,432,purugly
5758,sv,Chingling,45,30,50,65,50,45,0.6,0.2,NatDex,433,chingling
5759,sv,Stunky,63,63,47,41,41,74,19.2,0.4,Standard,434,stunky
5760,sv,Skuntank,103,93,67,71,61,84,38.0,1.0,Standard,435,skuntank
5761,sv,Bronzor,57,24,86,24,86,23,60.5,0.5,Standard,436,bronzor
5762,sv,Bronzong,67,89,116,79,116,33,187.0,1.3,Standard,437,bronzong
5763,sv,Bonsly,50,80,95,10,45,10,15.0,0.5,Standard,438,bonsly
5764,sv,Mime Jr.,20,25,45,70,90,60,13.0,0.6,NatDex,439,mime-jr-
5765,sv,Gloom,60,65,70,85,75,40,8.6,0.8,NatDex,44,gloom
5766,sv,Happiny,100,5,5,15,65,30,24.4,0.6,Standard,440,happiny
5767,sv,Chatot,76,65,45,92,42,91,1.9,0.5,NatDex,441,chatot
5768,sv,Spiritomb,50,92,108,92,108,35,108.0,1.0,Standard,442,spiritomb
5769,sv,Gible,58,70,45,40,45,42,20.5,0.7,Standard,443,gible
5770,sv,Gabite,68,90,65,50,55,82,56.0,1.4,Standard,444,gabite
5771,sv,Garchomp,108,130,95,80,85,102,95.0,1.9,Standard,445,garchomp
5772,sv,Munchlax,135,85,40,40,85,5,105.0,0.6,NatDex,446,munchlax
5773,sv,Riolu,40,70,40,35,40,60,20.2,0.7,Standard,447,riolu
5774,sv,Lucario,70,110,70,115,70,90,54.0,1.2,Standard,448,lucario
5775,sv,Hippopotas,68,72,78,38,42,32,49.5,0.8,Standard,449,hippopotas
5776,sv,Vileplume,75,80,85,110,90,50,18.6,1.2,NatDex,45,vileplume
5777,sv,Hippowdon,108,112,118,68,72,47,300.0,2.0,Standard,450,hippowdon
5778,sv,Skorupi,40,50,90,30,55,65,12.0,0.8,NatDex,451,skorupi
5779,sv,Drapion,70,90,110,60,75,95,61.5,1.3,NatDex,452,drapion
5780,sv,Croagunk,48,61,40,61,40,50,23.0,0.7,Standard,453,croagunk
5781,sv,Toxicroak,83,106,65,86,65,85,44.4,1.3,Standard,454,toxicroak
5782,sv,Carnivine,74,100,72,90,72,46,27.0,1.4,NatDex,455,carnivine
5783,sv,Finneon,49,49,56,49,61,66,7.0,0.4,Standard,456,finneon
5784,sv,Lumineon,69,69,76,69,86,91,24.0,1.2,Standard,457,lumineon
5785,sv,Mantyke,45,20,50,60,120,50,65.0,1.0,NatDex,458,mantyke
5786,sv,Snover,60,62,50,62,60,40,50.5,1.0,Standard,459,snover
5787,sv,Paras,35,70,55,45,55,25,5.4,0.3,NatDex,46,paras
5788,sv,Abomasnow,90,92,75,92,85,60,135.5,2.2,Standard,460,abomasnow
5789,sv,Weavile,70,120,65,45,85,125,34.0,1.1,Standard,461,weavile
5790,sv,Magnezone,70,70,115,130,90,60,180.0,1.2,Standard,462,magnezone
5791,sv,Lickilicky,110,85,95,80,95,50,140.0,1.7,NatDex,463,lickilicky
5792,sv,Rhyperior,115,140,130,55,55,40,282.8,2.4,NatDex,464,rhyperior
5793,sv,Tangrowth,100,100,125,110,50,50,128.6,2.0,NatDex,465,tangrowth
5794,sv,Electivire,75,123,67,95,85,95,138.6,1.8,NatDex,466,electivire
5795,sv,Magmortar,75,95,67,125,95,83,68.0,1.6,NatDex,467,magmortar
5796,sv,Togekiss,85,50,95,120,115,80,38.0,1.5,NatDex,468,togekiss
5797,sv,Yanmega,86,76,86,116,56,95,51.5,1.9,NatDex,469,yanmega
5798,sv,Parasect,60,95,80,60,80,30,29.5,1.0,NatDex,47,parasect
5799,sv,Leafeon,65,110,130,60,65,95,25.5,1.0,Standard,470,leafeon
5800,sv,Glaceon,65,60,110,130,95,65,25.9,0.8,Standard,471,glaceon
5801,sv,Gliscor,75,95,125,45,75,95,42.5,2.0,NatDex,472,gliscor
5802,sv,Mamoswine,110,130,80,70,60,80,291.0,2.5,NatDex,473,mamoswine
5803,sv,Porygon-Z,85,80,70,135,75,90,34.0,0.9,NatDex,474,porygon-z
5804,sv,Gallade,68,125,65,65,115,80,52.0,1.6,Standard,475,gallade
5805,sv,Probopass,60,55,145,75,150,40,340.0,1.4,NatDex,476,probopass
5806,sv,Dusknoir,45,100,135,65,135,45,106.6,2.2,NatDex,477,dusknoir
5807,sv,Froslass,70,80,70,80,70,110,26.6,1.3,Standard,478,froslass
5808,sv,Rotom,50,50,77,95,77,91,0.3,0.3,Standard,479,rotom
5809,sv,Rotom-Fan,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-fan
5810,sv,Rotom-Frost,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-frost
5811,sv,Rotom-Heat,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-heat
5812,sv,Rotom-Mow,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-mow
5813,sv,Rotom-Wash,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-wash
5814,sv,Venonat,60,55,50,40,55,45,30.0,1.0,Standard,48,venonat
5815,sv,Uxie,75,75,130,75,130,95,0.3,0.3,Standard,480,uxie
5816,sv,Mesprit,80,105,105,105,105,80,0.3,0.3,Standard,481,mesprit
5817,sv,Azelf,75,125,70,125,70,115,0.3,0.3,Standard,482,azelf
5818,sv,Dialga,100,120,120,150,100,90,683.0,5.4,Standard,483,dialga
5819,sv,Dialga-Origin,100,100,120,150,120,90,850.0,7.0,Standard,483,dialga-origin
5820,sv,Palkia,90,120,100,150,120,100,336.0,4.2,Standard,484,palkia
5821,sv,Palkia-Origin,90,100,100,150,120,120,660.0,6.3,Standard,484,palkia-origin
5822,sv,Heatran,91,90,106,130,106,77,430.0,1.7,Standard,485,heatran
5823,sv,Regigigas,110,160,110,80,110,100,420.0,3.7,NatDex,486,regigigas
5824,sv,Giratina,150,100,120,100,120,90,750.0,4.5,Standard,487,giratina
5825,sv,Giratina-Origin,150,120,100,120,100,90,650.0,6.9,Standard,487,giratina-origin
5826,sv,Cresselia,120,70,110,75,120,85,85.6,1.5,Standard,488,cresselia
5827,sv,Phione,80,80,80,80,80,80,3.1,0.4,NatDex,489,phione
5828,sv,Venomoth,70,65,60,90,75,90,12.5,1.5,Standard,49,venomoth
5829,sv,Manaphy,100,100,100,100,100,100,1.4,0.3,NatDex,490,manaphy
5830,sv,Darkrai,70,90,90,135,90,125,50.5,1.5,NatDex,491,darkrai
5831,sv,Shaymin,100,100,100,100,100,100,2.1,0.2,NatDex,492,shaymin
5832,sv,Shaymin-Sky,100,103,75,120,75,127,5.2,0.4,NatDex,492,shaymin-sky
5833,sv,Arceus,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus
5834,sv,Arceus-Bug,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-bug
5835,sv,Arceus-Dark,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-dark
5836,sv,Arceus-Dragon,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-dragon
5837,sv,Arceus-Electric,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-electric
5838,sv,Arceus-Fighting,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-fighting
5839,sv,Arceus-Fire,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-fire
5840,sv,Arceus-Flying,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-flying
5841,sv,Arceus-Ghost,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ghost
5842,sv,Arceus-Grass,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-grass
5843,sv,Arceus-Ground,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ground
5844,sv,Arceus-Ice,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ice
5845,sv,Arceus-Poison,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-poison
5846,sv,Arceus-Psychic,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-psychic
5847,sv,Arceus-Rock,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-rock
5848,sv,Arceus-Steel,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-steel
5849,sv,Arceus-Water,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-water
5850,sv,Arceus-Fairy,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-fairy
5851,sv,Victini,100,100,100,100,100,100,4.0,0.4,NatDex,494,victini
5852,sv,Snivy,45,45,55,45,55,63,8.1,0.6,NatDex,495,snivy
5853,sv,Servine,60,60,75,60,75,83,16.0,0.8,NatDex,496,servine
5854,sv,Serperior,75,75,95,75,95,113,63.0,3.3,NatDex,497,serperior
5855,sv,Tepig,65,63,45,45,45,45,9.9,0.5,NatDex,498,tepig
5856,sv,Pignite,90,93,55,70,55,55,55.5,1.0,NatDex,499,pignite
5857,sv,Charmeleon,58,64,58,80,65,80,19.0,1.1,Standard,5,charmeleon
5858,sv,Diglett,10,55,25,35,45,95,0.8,0.2,Standard,50,diglett
5859,sv,Diglett-Alola,10,55,30,35,45,90,1.0,0.2,Standard,50,diglett-alola
5860,sv,Emboar,110,123,65,100,65,65,150.0,1.6,NatDex,500,emboar
5861,sv,Oshawott,55,55,45,63,45,45,5.9,0.5,Standard,501,oshawott
5862,sv,Dewott,75,75,60,83,60,60,24.5,0.8,Standard,502,dewott
5863,sv,Samurott,95,100,85,108,70,70,94.6,1.5,Standard,503,samurott
5864,sv,Samurott-Hisui,90,108,80,100,65,85,58.2,1.5,Standard,503,samurott-hisui
5865,sv,Patrat,45,55,39,35,39,42,11.6,0.5,NatDex,504,patrat
5866,sv,Watchog,60,85,69,60,69,77,27.0,1.1,NatDex,505,watchog
5867,sv,Lillipup,45,60,45,25,45,55,4.1,0.4,NatDex,506,lillipup
5868,sv,Herdier,65,80,65,35,65,60,14.7,0.9,NatDex,507,herdier
5869,sv,Stoutland,85,110,90,45,90,80,61.0,1.2,NatDex,508,stoutland
5870,sv,Purrloin,41,50,37,50,37,66,10.1,0.4,NatDex,509,purrloin
5871,sv,Dugtrio,35,100,50,50,70,120,33.3,0.7,Standard,51,dugtrio
5872,sv,Dugtrio-Alola,35,100,60,50,70,110,66.6,0.7,Standard,51,dugtrio-alola
5873,sv,Liepard,64,88,50,88,50,106,37.5,1.1,NatDex,510,liepard
5874,sv,Pansage,50,53,48,53,48,64,10.5,0.6,NatDex,511,pansage
5875,sv,Simisage,75,98,63,98,63,101,30.5,1.1,NatDex,512,simisage
5876,sv,Pansear,50,53,48,53,48,64,11.0,0.6,NatDex,513,pansear
5877,sv,Simisear,75,98,63,98,63,101,28.0,1.0,NatDex,514,simisear
5878,sv,Panpour,50,53,48,53,48,64,13.5,0.6,NatDex,515,panpour
5879,sv,Simipour,75,98,63,98,63,101,29.0,1.0,NatDex,516,simipour
5880,sv,Munna,76,25,45,67,55,24,23.3,0.6,NatDex,517,munna
5881,sv,Musharna,116,55,85,107,95,29,60.5,1.1,NatDex,518,musharna
5882,sv,Pidove,50,55,50,36,30,43,2.1,0.3,NatDex,519,pidove
5883,sv,Meowth,40,45,35,40,40,90,4.2,0.4,Standard,52,meowth
5884,sv,Meowth-Alola,40,35,35,50,40,90,4.2,0.4,Standard,52,meowth-alola
5885,sv,Meowth-Galar,50,65,55,40,40,40,7.5,0.4,Standard,52,meowth-galar
5886,sv,Tranquill,62,77,62,50,42,65,15.0,0.6,NatDex,520,tranquill
5887,sv,Unfezant,80,115,80,65,55,93,29.0,1.2,NatDex,521,unfezant
5888,sv,Blitzle,45,60,32,50,32,76,29.8,0.8,NatDex,522,blitzle
5889,sv,Zebstrika,75,100,63,80,63,116,79.5,1.6,NatDex,523,zebstrika
5890,sv,Roggenrola,55,75,85,25,25,15,18.0,0.4,NatDex,524,roggenrola
5891,sv,Boldore,70,105,105,50,40,20,102.0,0.9,NatDex,525,boldore
5892,sv,Gigalith,85,135,130,60,80,25,260.0,1.7,NatDex,526,gigalith
5893,sv,Woobat,65,45,43,55,43,72,2.1,0.4,NatDex,527,woobat
5894,sv,Swoobat,67,57,55,77,55,114,10.5,0.9,NatDex,528,swoobat
5895,sv,Drilbur,60,85,40,30,45,68,8.5,0.3,NatDex,529,drilbur
5896,sv,Persian,65,70,60,65,65,115,32.0,1.0,Standard,53,persian
5897,sv,Persian-Alola,65,60,60,75,65,115,33.0,1.1,Standard,53,persian-alola
5898,sv,Excadrill,110,135,60,50,65,88,40.4,0.7,NatDex,530,excadrill
5899,sv,Audino,103,60,86,60,86,50,31.0,1.1,NatDex,531,audino
5900,sv,Timburr,75,80,55,25,35,35,12.5,0.6,NatDex,532,timburr
5901,sv,Gurdurr,85,105,85,40,50,40,40.0,1.2,NatDex,533,gurdurr
5902,sv,Conkeldurr,105,140,95,55,65,45,87.0,1.4,NatDex,534,conkeldurr
5903,sv,Tympole,50,50,40,50,40,64,4.5,0.5,NatDex,535,tympole
5904,sv,Palpitoad,75,65,55,65,55,69,17.0,0.8,NatDex,536,palpitoad
5905,sv,Seismitoad,105,95,75,85,75,74,62.0,1.5,NatDex,537,seismitoad
5906,sv,Throh,120,100,85,30,85,45,55.5,1.3,NatDex,538,throh
5907,sv,Sawk,75,125,75,30,75,85,51.0,1.4,NatDex,539,sawk
5908,sv,Psyduck,50,52,48,65,50,55,19.6,0.8,Standard,54,psyduck
5909,sv,Sewaddle,45,53,70,40,60,42,2.5,0.3,NatDex,540,sewaddle
5910,sv,Swadloon,55,63,90,50,80,42,7.3,0.5,NatDex,541,swadloon
5911,sv,Leavanny,75,103,80,70,80,92,20.5,1.2,NatDex,542,leavanny
5912,sv,Venipede,30,45,59,30,39,57,5.3,0.4,NatDex,543,venipede
5913,sv,Whirlipede,40,55,99,40,79,47,58.5,1.2,NatDex,544,whirlipede
5914,sv,Scolipede,60,100,89,55,69,112,200.5,2.5,NatDex,545,scolipede
5915,sv,Cottonee,40,27,60,37,50,66,0.6,0.3,NatDex,546,cottonee
5916,sv,Whimsicott,60,67,85,77,75,116,6.6,0.7,NatDex,547,whimsicott
5917,sv,Petilil,45,35,50,70,50,30,6.6,0.5,Standard,548,petilil
5918,sv,Lilligant,70,60,75,110,75,90,16.3,1.1,Standard,549,lilligant
5919,sv,Lilligant-Hisui,70,105,75,50,75,105,19.2,1.2,Standard,549,lilligant-hisui
5920,sv,Golduck,80,82,78,95,80,85,76.6,1.7,Standard,55,golduck
5921,sv,Basculin,70,92,65,80,55,98,18.0,1.0,Standard,550,basculin
5922,sv,Basculin-Blue-Striped,70,92,65,80,55,98,18.0,1.0,Standard,550,basculin-blue-striped
5923,sv,Basculin-White-Striped,70,92,65,80,55,98,18.0,1.0,Standard,550,basculin-white-striped
5924,sv,Sandile,50,72,35,35,35,65,15.2,0.7,Standard,551,sandile
5925,sv,Krokorok,60,82,45,45,45,74,33.4,1.0,Standard,552,krokorok
5926,sv,Krookodile,95,117,80,65,70,92,96.3,1.5,Standard,553,krookodile
5927,sv,Darumaka,70,90,45,15,45,50,37.5,0.6,NatDex,554,darumaka
5928,sv,Darumaka-Galar,70,90,45,15,45,50,40.0,0.7,NatDex,554,darumaka-galar
5929,sv,Darmanitan,105,140,55,30,55,95,92.9,1.3,NatDex,555,darmanitan
5930,sv,Darmanitan-Galar,105,140,55,30,55,95,120.0,1.7,NatDex,555,darmanitan-galar
5931,sv,Maractus,75,86,67,106,67,60,28.0,1.0,NatDex,556,maractus
5932,sv,Dwebble,50,65,85,35,35,55,14.5,0.3,NatDex,557,dwebble
5933,sv,Crustle,70,105,125,65,75,45,200.0,1.4,NatDex,558,crustle
5934,sv,Scraggy,50,75,70,35,70,48,11.8,0.6,NatDex,559,scraggy
5935,sv,Mankey,40,80,35,35,45,70,28.0,0.5,Standard,56,mankey
5936,sv,Scrafty,65,90,115,45,115,58,30.0,1.1,NatDex,560,scrafty
5937,sv,Sigilyph,72,58,80,103,80,97,14.0,1.4,NatDex,561,sigilyph
5938,sv,Yamask,38,30,85,55,65,30,1.5,0.5,NatDex,562,yamask
5939,sv,Yamask-Galar,38,55,85,30,65,30,1.5,0.5,NatDex,562,yamask-galar
5940,sv,Cofagrigus,58,50,145,95,105,30,76.5,1.7,NatDex,563,cofagrigus
5941,sv,Tirtouga,54,78,103,53,45,22,16.5,0.7,NatDex,564,tirtouga
5942,sv,Carracosta,74,108,133,83,65,32,81.0,1.2,NatDex,565,carracosta
5943,sv,Archen,55,112,45,74,45,70,9.5,0.5,NatDex,566,archen
5944,sv,Archeops,75,140,65,112,65,110,32.0,1.4,NatDex,567,archeops
5945,sv,Trubbish,50,50,62,40,62,65,31.0,0.6,NatDex,568,trubbish
5946,sv,Garbodor,80,95,82,60,82,75,107.3,1.9,NatDex,569,garbodor
5947,sv,Primeape,65,105,60,60,70,95,32.0,1.0,Standard,57,primeape
5948,sv,Zorua,40,65,40,80,40,65,12.5,0.7,Standard,570,zorua
5949,sv,Zorua-Hisui,35,60,40,85,40,70,12.5,0.7,Standard,570,zorua-hisui
5950,sv,Zoroark,60,105,60,120,60,105,81.1,1.6,Standard,571,zoroark
5951,sv,Zoroark-Hisui,55,100,60,125,60,110,73.0,1.6,Standard,571,zoroark-hisui
5952,sv,Minccino,55,50,40,40,40,75,5.8,0.4,NatDex,572,minccino
5953,sv,Cinccino,75,95,60,65,60,115,7.5,0.5,NatDex,573,cinccino
5954,sv,Gothita,45,30,50,55,65,45,5.8,0.4,Standard,574,gothita
5955,sv,Gothorita,60,45,70,75,85,55,18.0,0.7,Standard,575,gothorita
5956,sv,Gothitelle,70,55,95,95,110,65,44.0,1.5,Standard,576,gothitelle
5957,sv,Solosis,45,30,40,105,50,20,1.0,0.3,NatDex,577,solosis
5958,sv,Duosion,65,40,50,125,60,30,8.0,0.6,NatDex,578,duosion
5959,sv,Reuniclus,110,65,75,125,85,30,20.1,1.0,NatDex,579,reuniclus
5960,sv,Growlithe,55,70,45,70,50,60,19.0,0.7,Standard,58,growlithe
5961,sv,Growlithe-Hisui,60,75,45,65,50,55,22.7,0.8,Standard,58,growlithe-hisui
5962,sv,Ducklett,62,44,50,44,50,55,5.5,0.5,NatDex,580,ducklett
5963,sv,Swanna,75,87,63,87,63,98,24.2,1.3,NatDex,581,swanna
